trade_id;internal_ts;direction;pair;strategy;spread_pct;ex1;ex1_order_id;ex1_type;ex1_side;ex1_qty_ordered;ex1_qty_filled;ex1_price_expected;ex1_price_actual;ex1_value_usdt;ex1_fees;ex1_create_ts;ex1_status;ex2;ex2_order_id;ex2_type;ex2_side;ex2_qty_ordered;ex2_qty_filled;ex2_price_expected;ex2_price_actual;ex2_value_usdt;ex2_fees;ex2_create_ts;ex2_status;profit_usdt_expected;profit_mpc_expected;profit_usdt_actual;profit_mpc_actual;limit_watch_status;limit_last_check;error_code;error_message;raw_ex1_response;raw_ex2_response;raw_ex2_response_ts
1b161c1a45;2026-05-27T22:28:24.345030;MXC->KCN;MPC-USDT;USDT;1,325098259;MXC;C02__688417278021996544119;market;buy;250;250;0,01781;0,01781;4,4525;0;27.05.2026 22:28;FILLED;;;;;;;;;;;;;;;;;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688417278021996544119"", ""quantity"": ""250.0"", ""amount"": ""4.4525"", ""fees"": 0.0, ""price"": ""0.01781"", ""executedQty"": ""250.0"", ""cummulativeQuoteQty"": ""4.4525"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 250.0, ""price_actual"": 0.01781, ""value_usdt"": 4.4525, ""fees"": 0.0, ""create_ts"": 1779913705000}]}";;
1b161c1e42_ex1p1;;;;;;;;;;;210;;0,0178;3,738;0;2026-05-27 22:28:29.000;FILLED;;;;;;;;;;;;;;;;;;;;;;;
1b161c1e42_ex2sum;;;;;;;;;;;;;;;;;;KCN;6a17577e0970a10007fb714a;limit;sell;210;210,0;0,018046;0,019;3,99;0,01197;;FILLED;0,05166;0;;;FILLED;2026-05-27T22:28:30.671508;;;;"{""orderId"": ""6a1753eeeaee1500079a122c""}";2026-05-27T22:28:30.670084
1b161c1e42_ex2p1;;;;;;;;;;;;;;;;;;KCN;6a1753eeeaee1500079a122c;limit;sell;;0;;0;0;0;0;CANCELLED;;;;;CANCELLED;2026-05-27T22:28:30.674539;;;;;
1b161c1e42_ex2p2;2026-05-27T22:28:28.559021;;;;;;;;;;;;;;;;;;6a17577e0970a10007fb714a;limit;sell;;210,0;;0,019;3,99;0,01197;2026-05-28T12:29:16.001;FILLED;;;;;FILLED;;;;;;
1b161c1e42;2026-05-27T22:28:28.559021;MXC->KCN;MPC-USDT;USDT;1,382022472;MXC;C02__688417295872958465119;market;buy;210;210;0,0178;0,0178;3,738;0;27.05.2026 22:28;FILLED;;;;;;;;;;;;;;;0,24003000000000022;0,0;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688417295872958465119"", ""quantity"": ""210.0"", ""amount"": ""3.738"", ""fees"": 0.0, ""price"": ""0.0178"", ""executedQty"": ""210.0"", ""cummulativeQuoteQty"": ""3.738"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 210.0, ""price_actual"": 0.0178, ""value_usdt"": 3.738, ""fees"": 0.0, ""create_ts"": 1779913709000}]}";;
1b161c2c27_ex1p1;;;;;;;;;;;75,93;;0,01783;1,3538319;0;2026-05-27 22:28:43.000;FILLED;;;;;;;;;;;;;;;;;;;;;;;
1b161c2c27_ex2sum;;;;;;;;;;;;;;;;;;KCN;6a1753fc30aa00000718e8bf;limit;sell;76;76.0;0,018029;0.01803;0;0.00411084;;PARTIAL;0,0163721;-0,07;;-0,07;FILLED;2026-05-27T22:28:54.545235;;;;"{""orderId"": ""6a1753fc30aa00000718e8bf""}";2026-05-27T22:28:44.395050
1b161c2c27_ex2p1;;;;;;;;;;;;;;;;;;KCN;6a1753fc30aa00000718e8bf;limit;sell;;76.0;;0.01803;0;0.00411084;0;FILLED;;;;;FILLED;2026-05-27T22:28:54.540463;;;;;
1b161c2c27;2026-05-27T22:28:42.294434;MXC->KCN;MPC-USDT;USDT;1,116096467;MXC;C02__688417353221672960119;market;buy;112;75,93;0,01783;0,01783;1,3538319;0;2026-05-27 22:28:43.049;PARTIAL;;;;;;;;;;;;;;;;;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688417353221672960119"", ""quantity"": ""75.93"", ""amount"": ""1.3538319"", ""fees"": 0.0, ""price"": ""0.01783"", ""executedQty"": ""75.93"", ""cummulativeQuoteQty"": ""1.3538319"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 75.93, ""price_actual"": 0.01783, ""value_usdt"": 1.3538319, ""fees"": 0.0, ""create_ts"": 1779913723000}]}";;
1b161e2f2a_ex1p1;;;;;;;;;;;86;;0,01777;1,52822;0;2026-05-27 22:30:46.000;FILLED;;;;;;;;;;;;;;;;;;;;;;;
1b161e2f2a_ex2sum;;;;;;;;;;;;;;;;;;KCN;6a1754774e1cb600073c7de2;limit;sell;86;86.0;0,01801;0.018011;0;0.004646838;;PARTIAL;0,02064;0;;0;FILLED;2026-05-27T22:30:51.707374;;;;"{""orderId"": ""6a1754774e1cb600073c7de2""}";2026-05-27T22:30:47.425193
1b161e2f2a_ex2p1;;;;;;;;;;;;;;;;;;KCN;6a1754774e1cb600073c7de2;limit;sell;;86.0;;0.018011;0;0.004646838;0;FILLED;;;;;FILLED;2026-05-27T22:30:51.701624;;;;;
1b161e2f2a;2026-05-27T22:30:45.370389;MXC->KCN;MPC-USDT;USDT;1,350590884;MXC;C02__688417869540503552119;market;buy;86;86;0,01777;0,01777;1,52822;0;27.05.2026 22:30;FILLED;;;;;;;;;;;;;;;;;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688417869540503552119"", ""quantity"": ""86.0"", ""amount"": ""1.52822"", ""fees"": 0.0, ""price"": ""0.017769999999999998"", ""executedQty"": ""86.0"", ""cummulativeQuoteQty"": ""1.52822"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 86.0, ""price_actual"": 0.01777, ""value_usdt"": 1.52822, ""fees"": 0.0, ""create_ts"": 1779913846000}]}";;
1c8252130_ex1p1;;;;;;;;;;;80,45;;0,01709;1,3748905;0;2026-05-28 08:37:32.000;FILLED;;;;;;;;;;;;;;;;;;;;;;;
1c8252130_ex2sum;;;;;;;;;;;;;;;;;;KCN;6a17e2adf103be00072e301c;limit;sell;80;80.0;0,017697;0.017697;0;0.00424728;;PARTIAL;0,0408695;0,45;;0,45;FILLED;2026-05-28T08:37:41.842017;;;;"{""orderId"": ""6a17e2adf103be00072e301c""}";2026-05-28T08:37:33.488956
1c8252130_ex2p1;;;;;;;;;;;;;;;;;;KCN;6a17e2adf103be00072e301c;limit;sell;;80.0;;0.017697;0;0.00424728;0;FILLED;;;;;FILLED;2026-05-28T08:37:41.836342;;;;;
1c8252130;2026-05-28T08:37:31.129959;MXC->KCN;MPC-USDT;USDT;3,551784669;MXC;C02__688570566356905984119;market;buy;161;80,45;0,01709;0,01709;1,3748905;0;28.05.2026 08:37;PARTIAL;;;;;;;;;;;;;;;;;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688570566356905984119"", ""quantity"": ""80.45"", ""amount"": ""1.3748905"", ""fees"": 0.0, ""price"": ""0.01709"", ""executedQty"": ""80.45"", ""cummulativeQuoteQty"": ""1.3748905"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 80.45, ""price_actual"": 0.01709, ""value_usdt"": 1.3748905, ""fees"": 0.0, ""create_ts"": 1779950252000}]}";;
1c8252549_ex1p1;;;;;;;;;;;276,57;;0,01728;4,7791296;0;2026-05-28 08:37:36.000;FILLED;;;;;;;;;;;;;;;;;;;;;;;
1c8252549_ex2sum;;;;;;;;;;;;;;;;;;KCN;6a17e2b167c971000744051f;limit;sell;277;277.0;0,017697;0.017698;0;0.014707038;;PARTIAL;0,1229394;-0,43;;-0,43;FILLED;2026-05-28T08:37:41.201054;;;;"{""orderId"": ""6a17e2b167c971000744051f""}";2026-05-28T08:37:37.738155
1c8252549_ex2p1;;;;;;;;;;;;;;;;;;KCN;6a17e2b167c971000744051f;limit;sell;;277.0;;0.017698;0;0.014707038;0;FILLED;;;;;FILLED;2026-05-28T08:37:41.195238;;;;;
1c8252549;2026-05-28T08:37:35.252260;MXC->KCN;MPC-USDT;USDT;2,413194444;MXC;C02__688570583591292928119;market;buy;357;276,57;0,01728;0,01728;4,7791296;0;2026-05-28 08:37:36.016;PARTIAL;;;;;;;;;;;;;;;;;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688570583591292928119"", ""quantity"": ""276.57"", ""amount"": ""4.7791296"", ""fees"": 0.0, ""price"": ""0.01728"", ""executedQty"": ""276.57"", ""cummulativeQuoteQty"": ""4.7791296"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 276.57, ""price_actual"": 0.01728, ""value_usdt"": 4.7791296, ""fees"": 0.0, ""create_ts"": 1779950256000}]}";;
1c825365e_ex1p1;;;;;;;;;;;79,15;;0,01743;1,3795845;0;2026-05-28 08:37:53.000;FILLED;;;;;;;;;;;;;;;;;;;;;;;
1c825365e_ex2sum;;;;;;;;;;;;;;;;;;KCN;6a17e2c2f828df000769e0a7;limit;sell;79;79.0;0,017686;0.017686;0;0.004191582;;PARTIAL;0,0176095;0,15;;0,15;FILLED;2026-05-28T08:38:04.516782;;;;"{""orderId"": ""6a17e2c2f828df000769e0a7""}";2026-05-28T08:37:54.946571
1c825365e_ex2p1;;;;;;;;;;;;;;;;;;KCN;6a17e2c2f828df000769e0a7;limit;sell;;79.0;;0.017686;0;0.004191582;0;FILLED;;;;;FILLED;2026-05-28T08:38:04.511476;;;;;
1c825365e;2026-05-28T08:37:52.601734;MXC->KCN;MPC-USDT;USDT;1,468732071;MXC;C02__688570656337301504119;market;buy;162;79,15;0,01743;0,01743;1,3795845;0;28.05.2026 08:37;PARTIAL;;;;;;;;;;;;;;;;;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688570656337301504119"", ""quantity"": ""79.15"", ""amount"": ""1.3795845"", ""fees"": 0.0, ""price"": ""0.017429999999999998"", ""executedQty"": ""79.15"", ""cummulativeQuoteQty"": ""1.3795845"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 79.15, ""price_actual"": 0.01743, ""value_usdt"": 1.3795845, ""fees"": 0.0, ""create_ts"": 1779950273000}]}";;
1cb361254_ex1p1;;;;;;;;;;;496,76;;0,0171;8,494596;0;2026-05-28 11:54:18.000;FILLED;;;;;;;;;;;;;;;;;;;;;;;
1cb361254_ex2sum;;;;;;;;;;;;;;;;;;KCN;6a1810cae1d8f800075b948e;limit;sell;497;497.0;0,017299;0.0173;0;0.0;;PARTIAL;0,103007;-0,24;;-0,24;FILLED;2026-05-28T11:54:22.214680;;;;"{""orderId"": ""6a1810cae1d8f800075b948e""}";2026-05-28T11:54:18.845878
1cb361254_ex2p1;;;;;;;;;;;;;;;;;;KCN;6a1810cae1d8f800075b948e;limit;sell;;497.0;;0.0173;0;0.0;0;FILLED;;;;;FILLED;2026-05-28T11:54:22.209295;;;;;
1cb361254;2026-05-28T11:54:16.740708;MXC->KCN;MPC-USDT;USDT;1,16374269;MXC;C02__688620082586062848119;market;buy;578;496,76;0,0171;0,0171;8,494596;0;28.05.2026 11:54;PARTIAL;;;;;;;;;;;;;;;;;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688620082586062848119"", ""quantity"": ""496.76"", ""amount"": ""8.494596"", ""fees"": 0.0, ""price"": ""0.0171"", ""executedQty"": ""496.76"", ""cummulativeQuoteQty"": ""8.494596"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 496.76, ""price_actual"": 0.0171, ""value_usdt"": 8.494596, ""fees"": 0.0, ""create_ts"": 1779962058000}]}";;
1cb36224e_ex1p1;;;;;;;;;;;117;;0,01709;1,99953;0;2026-05-28 11:54:33.000;FILLED;;;;;;;;;;;;;;;;;;;;;;;
1cb36224e_ex2sum;;;;;;;;;;;;;;;;;;KCN;6a1810da4afdd0000792a8d7;limit;sell;117;117.0;0,017302;0.017305;0;0.006074055;;PARTIAL;0,024804;0;;0;FILLED;2026-05-28T11:54:44.472329;;;;"{""orderId"": ""6a1810da4afdd0000792a8d7""}";2026-05-28T11:54:34.785020
1cb36224e_ex2p1;;;;;;;;;;;;;;;;;;KCN;6a1810da4afdd0000792a8d7;limit;sell;;117.0;;0.017305;0;0.006074055;0;FILLED;;;;;FILLED;2026-05-28T11:54:44.464552;;;;;
1cb36224e;2026-05-28T11:54:32.428769;MXC->KCN;MPC-USDT;USDT;1,18128655;MXC;C02__688620148457660416119;market;buy;117;117;0,0171;0,01709;1,99953;0;28.05.2026 11:54;FILLED;;;;;;;;;;;;;;;;;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688620148457660416119"", ""quantity"": ""117.0"", ""amount"": ""1.99953"", ""fees"": 0.0, ""price"": ""0.01709"", ""executedQty"": ""117.0"", ""cummulativeQuoteQty"": ""1.99953"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 117.0, ""price_actual"": 0.01709, ""value_usdt"": 1.99953, ""fees"": 0.0, ""create_ts"": 1779962073000}]}";;
1cb362818_ex1p1;;;;;;;;;;;117;;0,0171;2,0007;0;2026-05-28 11:54:39.000;FILLED;;;;;;;;;;;;;;;;;;;;;;;
1cb362818_ex2sum;;;;;;;;;;;;;;;;;;KCN;6a1810e0f103be0007d34ea6;limit;sell;117;117.0;0,017307;0.017307;0;0.006074757;;PARTIAL;0,024219;0;;0;FILLED;2026-05-28T11:54:43.830703;;;;"{""orderId"": ""6a1810e0f103be0007d34ea6""}";2026-05-28T11:54:40.244694
1cb362818_ex2p1;;;;;;;;;;;;;;;;;;KCN;6a1810e0f103be0007d34ea6;limit;sell;;117.0;;0.017307;0;0.006074757;0;FILLED;;;;;FILLED;2026-05-28T11:54:43.825028;;;;;
1cb362818;2026-05-28T11:54:37.920653;MXC->KCN;MPC-USDT;USDT;1,210526316;MXC;C02__688620171375337472119;market;buy;117;117;0,0171;0,0171;2,0007;0;28.05.2026 11:54;FILLED;;;;;;;;;;;;;;;;;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688620171375337472119"", ""quantity"": ""117.0"", ""amount"": ""2.0007"", ""fees"": 0.0, ""price"": ""0.0171"", ""executedQty"": ""117.0"", ""cummulativeQuoteQty"": ""2.0007"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 117.0, ""price_actual"": 0.0171, ""value_usdt"": 2.0007, ""fees"": 0.0, ""create_ts"": 1779962079000}]}";;
1cb36f01_ex1p1;;;;;;;;;;;80,44;;0,01691;1,3602404;0;2026-05-28 11:54:13.000;FILLED;;;;;;;;;;;;;;;;;;;;;;;
1cb36f01_ex2sum;;;;;;;;;;;;;;;;;;KCN;6a1810c6eaee1500076691ce;limit;sell;80;80.0;0,017296;0.017297;0;0.00415128;;PARTIAL;0,0234396;0,44;;0,44;FILLED;2026-05-28T11:54:22.941337;;;;"{""orderId"": ""6a1810c6eaee1500076691ce""}";2026-05-28T11:54:15.014314
1cb36f01_ex2p1;;;;;;;;;;;;;;;;;;KCN;6a1810c6eaee1500076691ce;limit;sell;;80.0;;0.017297;0;0.00415128;0;FILLED;;;;;FILLED;2026-05-28T11:54:22.935505;;;;;
1cb36f01;2026-05-28T11:54:12.677436;MXC->KCN;MPC-USDT;USDT;2,282672975;MXC;C02__688620065544654849119;market;buy;162;80,44;0,01691;0,01691;1,3602404;0;28.05.2026 11:54;PARTIAL;;;;;;;;;;;;;;;;;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688620065544654849119"", ""quantity"": ""80.44"", ""amount"": ""1.3602404"", ""fees"": 0.0, ""price"": ""0.016909999999999998"", ""executedQty"": ""80.44"", ""cummulativeQuoteQty"": ""1.3602404"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 80.44, ""price_actual"": 0.01691, ""value_usdt"": 1.3602404, ""fees"": 0.0, ""create_ts"": 1779962053000}]}";;
1cb37048_ex1p1;;;;;;;;;;;117;;0,0171;2,0007;0;2026-05-28 11:54:59.000;FILLED;;;;;;;;;;;;;;;;;;;;;;;
1cb37048_ex2sum;;;;;;;;;;;;;;;;;;KCN;6a1810f442a70a00071b70c5;limit;sell;117;117.0;0,017271;0.017271;0;0,006062121;;PARTIAL;0,020007;0;;0;FILLED;2026-05-28T11:55:04.597192;;;;"{""orderId"": ""6a1810f442a70a00071b70c5""}";2026-05-28T11:55:00.727983
1cb37048_ex2p1;;;;;;;;;;;;;;;;;;KCN;6a1810f442a70a00071b70c5;limit;sell;;117.0;;0.017271;0;0.006062121;0;FILLED;;;;;FILLED;2026-05-28T11:55:04.591295;;;;;
1cb37048;2026-05-28T11:54:58.581831;MXC->KCN;MPC-USDT;USDT;1;MXC;C02__688620258105106433119;market;buy;117;117;0,0171;0,0171;2,0007;0;28.05.2026 11:54;FILLED;;;;;;;;;;;;;;;;;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688620258105106433119"", ""quantity"": ""117.0"", ""amount"": ""2.0007"", ""fees"": 0.0, ""price"": ""0.0171"", ""executedQty"": ""117.0"", ""cummulativeQuoteQty"": ""2.0007"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 117.0, ""price_actual"": 0.0171, ""value_usdt"": 2.0007, ""fees"": 0.0, ""create_ts"": 1779962099000}]}";;
